msno,is_churn
3m5nR3hEIAKwpqOG6hXKwh+1Xw0ppc7UOSMG0o8sX2A=,0
xCoMDEfFSbFpNYh1jy1Vspd8yw/ehPjMg6XAOjcTq+E=,0
vwgk8NR+LvVrw4Y8W8KpQgelWxkS2rvNG0NcRo0tKls=,0
Q73C18F8Z/2aiBT+Ju6jSopti33KfUQMc+gJnqyL6Oc=,0
pFaVJhw02rDd7ldnvDCpOOczBYUmzuU3AFolYf2QlPY=,0
WCTKUqg2nw/Ud1PBOO8HCrMB8LgAsVoybUb1IpgzjHo=,0
Evsgj3ZMGeg0utiYJUhZw9C5BmBun6I1PMcQe4Ao+M8=,0
f92A5FtZJDtJGW8gNY6yjggloYAU0xtlwxVxL7sUNfw=,0
FdAD3LiyEe+1d6FeyGWyDmM2QTOFvkI4uVcbHAxLvZE=,0
DVxwkvTtUSm0Azu+BH6BhE8B3/uVtCeXV3ZZ3fnRrgw=,0
8dwprIKzbWAbW9Qg5iB5Fu2zZcWwinYcCj7+RU1e1CU=,0
JggyAA95E2cqsz6oq7z9It4KNVqZm1ZVirlYgDbNxYc=,0
HXd1SIuzTgEYBBS+TnMFj3Z5SO7cpWNW0Y5c23fi1HQ=,0
aby+hOEmza2OjNaXK4qzAeV/tVKFeRTXAOt2eeSBEbE=,0
sro7s+ykoIaCCbFeT4Oc+QOlkUv1JpyT4kKRHWD1TY4=,0
mcVVhcRa7G1QLX2PJNG/MAhPe8g3XoFy2bH7tzHc0Ow=,0
v96p4QAHBk2Wmpu9WIeksyS45B/2iCzC6nAmDnKuhGE=,0
DY/WMLiQBsxAspWphFfruUVjaCdYOAMjGNhuCzEmBqA=,0
scIftmTxxXpUplImWmwhb86jzs6Dg0rzSeMeUVpXz94=,0
DtWnIPvbmGRmUHK2DP4Dxb0Lw7aozjvi82oiy6Y84QY=,0
b4BoPvkBZOUG+FkFWPZ9QYnf4aUsUX1RqBcdxW2Ka/8=,0
45kzqc08svvLSpiuqHOwl9O5lGPfl/5DF87+fnoYebQ=,0
z2hPbP9qFI6i+ocL9ZnFQv5xse7PR+mYMxSXDs9U7EE=,0
cpPSmZpG5Qco0jZXnCE/rZm/Z18OhrWshuIWLQlmA2I=,0
R1+gMeJBlwYLu+FHxdkAkbV7pytckMpw+jBAol79d8k=,0
7yRHB5UQNPcNQ2cVuFAWx+B4zHUITXy/8j0I3VSs5K4=,0
bQrARHQNZFAYH9J2XicyelQg7jSNJvMYJb5o5vFKimY=,0
8PihdVTzY2fopiUmErHrb/Fu0vMWgx1nUyzWE0Jbq+g=,0
ToMNecs9qY8IDGZ9wdkERQgNCnuWNZgUgc8VvgIniV8=,0
eOThycED1nGFE3J1SfHXviXzBVGlU2nwpksoO04x8yQ=,0
v/0VuV15WaxWgPVsIcV+rrmpAaJAZv3djbvgVnQabgA=,0
uxEkzR12+1kX8VDIHtdkVO9Ibxc1vfzTwLtKZbHfOE0=,0
5tCfxYQGpVDdZbxMIgsivAL4fmn2R77Ks7wdSBtPj4o=,0
r6FG5YF7qEb9giAiSu9uzETS9vJPhgNpfNboUGg2AgA=,0
03uxxPYo6GfUIWr5btjtCjb8Y4EqpbEH8zfkcpdTP1o=,0
HcOxszEHpTL56uH+reYbPjUI44ailEnXjRUkEV1K11U=,0
9ZUcmaHV0N1f+yJVDHYkAdw9eChERQUkeI471ctmPbo=,0
AkoYq9Fd5Gf1Qe6aCaaynBSD22kM9wqD+1RQMbzl+ss=,0
4rDXqDiIyqVqaNJZ98UL0z+YB8tAYxi72BM+BOYlpR8=,0
cZftbnvZZYn7lL09IIsYw3mUh9478EFFcmWqX/FjGFA=,0
jw3lHy/5WzKNdEj38uURXK4hr8bCy7UbP/VWBSRJ0uY=,0
RkeF2lhn4q52J9KAkX/xZMN4KSYoeuHQkBXTIcDijO0=,0
7qbxL4i70NAJ1o7sw95064qOpj6PO1O6dy+DGDhilnA=,0
7VFutjRViVmBhIo+6nHGiuJOon5bN+8zI0BUG4ZXWaQ=,0
lRsJfWbecxbl/6ngj1yqu0r/nhnIFmql0qGkp1Ma5eE=,0
bM5sU+58nX1pcgH84XIS9ddvdg08WtWMoYcuUHKGw1U=,0
452OA7nRdMtAJXNPWsIzXZPNMNq2BH5S6WXDnOxnVPU=,0
imb2gv8nOP59jdPCte50PGz/5lukADnMVooK/U7fHQQ=,0
89ex3tTuTJ5IkMakFXSmhcYsxJl2TviNXJs+rKIL94o=,0
sqXsHcVA62Wf5EyOGFL9YADL5LyjZkhIu3bYvZghFVs=,0
rGBVhquVA32/1baujwmLLAZs70tCVgwS/vDc9NgpXBM=,0
WhtW/XcP/p5B/6FRJ+WpeXPKCHbtiU7hFV/JMRTIxfg=,0
wIvM5bWnNuy2exHquhuaC0d5ou67CPFAQ+lIDqlbk9g=,0
OSH5AAEWz+8Kbv4UT8C6nzmJ4Ax6/rea1zSlkmu72pI=,0
7VvzY/MYW6/Kb2OrFFyMLQRyyXRMlIFNwkE1KAx+PeE=,0
u6B5EGdgiPGcDWXnd0Y2H6bjq6zp9K60NwKFvQW4uO0=,0
9ufZ+MCScmz1vmhTAUartiPyMWdjv+uMuGLkP7xira0=,0
ZONjvQQ/fslvjSnZCE6GGWd80qV7kWFAkCazxvXisf4=,0
k4s48I3yB4su4IEzPJ2XPxcyYFB98EU1B/aMbcoBMZk=,0
j2kC4TVbXkL0ei+XLTApNJIZYMsypKFvfqixpYO76BY=,0
Y8B1yU1OCQHE6VWUCLb1a0oGBE/6nXz83u+6S9m4gg8=,0
PCKVad7qKi46Q7ddX5aPTf7DJrrWEiotbRS3d+kAkoY=,0
Ss0Xui2uXr3uFqo9kLlDopU286wrmw4Za4APgCi3VOY=,0
FA4S70M07VLAD8TRMVp96/2jygzpPy7qfRLMk9dguRI=,0
8eN+fBbuuuMLmsPaCcsMeTlHvltmwQKNrSV3/+doJBM=,0
ZkF0epcfPZtG0RFZssnF5Mb3JOamAYY5sSeoV7Pag1g=,0
pIwV5XBuWu2eUmh/9PquVLxABItIx/3Bso3M5f0TMrU=,0
ouBXCRU5Zbd9jxtuder6n2hp8CQe10wQ080ghM3AdFs=,0
Qx39xDBlFZSTMyc9LfTbI3x47ZAwbdfb0asmYBj/lKg=,0
Zb5/AZD90VBPRE0ZvEhECIKvgaEdM9zjBIlkJagdQeA=,0
KGPB8xbGe1uCrvgXCfrfQZkF5fxZ3YH+S2LaNkTwNCU=,0
kBKrWxHPtJfl35AtShnBoPQC/APrRWumKHLDGzrZuqU=,0
Ij8HBsGPavWkZfci8W7h2Mu3OGixoNwCJ1a2mK4WwaU=,0
2NmjaRgb80a+izSj9J/NJCvYXtnlJ5opJEU7STNKQS8=,0
fQZ3YwvXdTl6vjQ+Oef4J9MLKBEZsqFAcbYG/DRD398=,0
a2ikVh63JW1zLYtr3UT/KxHdNECv5SfspHCD47s6HLo=,0
FAUSM6Ma5G5sbSn93qeay0+nEQUpjqZd74ectvaBSLc=,0
sx0LBVrM2CfOICq14G458Q/mOBBa3PWUnLn8/S7sGhI=,0
RA1YGK73j96eqyAf1wTRBZH0HLU1rF1fgjEH5pedlBw=,0
2JFSfiOdeIZEVvVC0l0Omid/G5HMygMLalKxjLzXYvo=,0
gsL7n0jDVv1hsboH9DvoVYmeorPVo3k0X8AyD/n5JbQ=,0
qsaT2uKMrhPZ7NG3uqFD3iLPHTiwbo4tYbkrpxNuvKM=,0
7oQxPeVZKYQHx0yMdXVLlryITU10fUv71uYYkakbEX4=,0
XxuB9pXSbfCM0lPLsfsx9bx1WB/cc/QnUV/gtMBPwoo=,0
64FRs5vgKO5WaFEFHjoM1DsOx+jGNnLsgsd/kSlMrK0=,0
rXcUymiJvVTkwcn4DOBSb6YbsXyoMQJ33tIRMOvUfbY=,0
8reRCKD2eSOkYsxZX8Ak/9lWWynInnMMy9W776axfqI=,0
jGdWD97H4FRB7nACmr+QQGxBF8isovSKjs/cj5x4c9A=,0
uqfw4w6U5deDVxzc23w71xQpMObikEVCYJtCIdKTfl4=,0
u/oleHkFlYn07Jd4GePg09tG2OepPtia8ZW7wtkXj44=,0
cIW/E2aHXc4o0M6jL1ocqeXoJoQeEMwT7bdShUyolq0=,0
ZBrVvwRpZZXxBNIMQ2LwVLDFgKJUefG0uIU5tP9DQGI=,0
AhlsF8aOL66hmgCEJ1x9B6u5bAffnUCd4XWnzk94ONY=,0
NWqxqAAqx8g1wzhHW5UsDciBs9tpcJVMEflSCo83Z/8=,0
uFi0QHs7+gQ75bOLf/cuJi6tIf1VJwz0ajqUVCZ/Oss=,0
TvDXMHCVDTkeLC1l+xC0Fs1wSgQJuFW5CG95C8ariNA=,0
UTgXXLhTiNZCRwMrRo/ucpqKc8McxJjhzc5qHi1ZsOc=,0
Xpd/1bmYaBCW2Qms7CIl0VwvrYsbIRkJc3zJMdzGlnI=,0
jFG1FVvtbdmF7lZ/I+2hOnzxuQjBlg8QT53Qbxu+fpQ=,0
vLGyw9NyAfthGgvijxmVlJBPCJ79Rd/UfBBDgZRIZMU=,0
GZPvFGY/d/cbysPrzy2YuWfKkr/pztqPAV+q9KGTdJI=,0
Xx5oyEjpetE0x0ARv+4frVz8bXpbhE3CnTDTGBfzoWE=,0
0KOxq+uCaEGEL2KA+7QySa1Tjp7gp1i2Lz86YPSLIHY=,0
LUEaBvnM8sdNBzSHuzqCxss2jOYeRA3IH6HCmboV9JE=,0
Mq0wGH4XXXWMMUAiZyNnnK6t9WYb+V/QsCl78wOG30Q=,0
ccJsHQ0FLD8tmwECHGxpDFjsHhyK1BovkrmtNvlOxak=,0
pEF9UH2J19BsHCq+eN0Qw1kQnExVlaxaBeo+lb3hK8Q=,0
3uiHqBuLJjGznUIE//vdL5X8WIpg56uYGIMznDfKlSE=,0
28zKdod21jkyjRq1TGyw94SB3qKY5AXN6E12axw6yic=,0
72GZjsUe/09ECU/z/w1yF2hnMoUdU6iffr6g0RNdcRg=,0
UjjWrn6cb6+K+GSyK0yVkGEqtmGOl1IJV/T9lbIGY1I=,0
FBytbglzEHrjm2QPJDr42BJGFVlRLg117N2lJe3qijQ=,0
fPoSIDCa0Fuw+31zPyDE8VlD9+YpTOPxWB9pGjA2/dw=,0
BDVQNEO7Ys6uj2kYPnXoDcP9JotqjoIf3OLmPhsu+w8=,0
tdILFMVjnm+WgQzokehGur89ehaL0PFqxnEJmgcg5uM=,0
v/RMU+dz4FiqIYB3gvlm2cxdYzAhy5SYDH4kPr9mOVo=,0
qQQrEqiucXJZ4q3o2UdRNpDVXtztRkBefz+fnlRzz5s=,0
DEoNf6P19dueOly3X+NgakHRjuDD+4mSlPDWZ9bxY4c=,0
iVBit5Sfp4WR4Q8NfyKiKdyn5GhPfjTycfItm6IENKY=,0
U8UwHODmXjIx401i+nOk+x6U0B9zG1O4b5XuHpD6iYk=,0
AK980pOcJvJhcD1xSU3b3eLncMKQROHFdGNNj0lFrkY=,0
Ds1l7uWZnjhAxyvVNfJsAWuvmnAEWyQcoP568OE0p4s=,0
lfoyBTvU82LF61oz/PA10ASyaOzkW9RtKY3tW9dYqB4=,0
6WqHdRYo8u+qFkC9KZneBDag5NgEo4DMcpztbWGW6gk=,0
NbhRR5iZYFk2wc5rDP0+VbtefNaOzSe44t5jDIUQYHY=,0
HbbHM4gE9v/aQPXWdS9O5Z9Ed1fWSjL2gs40Untq7RA=,0
eQ3lgzl7PVyr7H7u87rTlq8+/9QDLcvJ6i4Eqm4puv0=,0
ByKZ0yqnoGHjR+I9ZU3mUCejPR9+cInZKWZKac5VngM=,0
TZePFQGXPGYBWccKhAgOHNjVhSNr3kZh5DGZTgywCbc=,0
9EbmUw0YDP9pSY8b71v7gTMRh0in3QUO/R/lD1o1n9I=,0
80Rgt3T26tfRaG1QYKem28LuqABwofPV2uXvmlx0ias=,0
4rSG7T0//Eb0DoKTw4gXS0Ppz9wvY05eBa+gMJc2gKE=,0
eCuMSB/pYTT/nIJ376gvrcXbm5Eob6fdpoDnThK5d9Y=,0
v+mYbwyVMj39FwVoMpsIj42oQokK+0Rfj9Psg3vyWvA=,0
E4fh+6ealdAw8tv4SFswIWP7cen+agMHs21LWUq7VLY=,0
s5aUPmQH4Gy5OOfbI1/5OBKwsZKXMxl/3RvlhXfBl/E=,0
hACecL0AICdkyuG7Iz94ATJDS8Dc/F5mhHl+URgFtC4=,0
O2s9o2hAGSt3RPh7cvJuMai7pphzC2/KG4iQ/RlHEgU=,0
hXbxzuycBhq4BvuBddtJ/lqGmmtLb0SChqZPqc4jP88=,0
R/TEFqXVXsJrb/g6zU9CKnbXEJVHR3b6cvk7+ReioD8=,0
BxZoLidGnlSPGC2fuqsRyWekpSYXNtB9BmavzknJa9A=,0
QFJtmhkMMJkwjINHorP1UTSH3jz2NF/MANRpy4D1UXg=,0
1GU7na/cKKuLRkYMWAJOYcyAnPjdElrIP+reJiT44mE=,0
4mT0fPvLwM7YJXN4mbj53bGX3PoRpeAn48d95c0x7vU=,0
zXB3k9nN3duDjnyBp3icPjMjalWtQNYJQ+MZjiqpwxQ=,0
2lGGU6T1YKQSRL9/MFwX6lHwWX07r3lG0VYZCbDKWvM=,0
CD9h6BrNJANMP9YzOLTu9skWUkVuK8CjzSfJ3Uv74iw=,0
WGcjut/pK100eJiCUDuRvPIld0O4kOkEjLfFicFZlBU=,0
jNcUuHXIKxQXHw1ytwV9DuZh0HnRG5HlWkOk7msEdps=,0
w0wEgaYovOg1ODq5DYu0thJ61V4OXG7PVZjAzllhlys=,0
NgA6WGIKGWy7RgRM/dObnuT9EyDzlNjJLCGKhgHltp0=,0
g62M+3sgq7r/kHWD3BQngOdek0GKUlnHx/R/KBsBgDA=,0
MsjpsuwH3uJyaOeQtg0/ytOYv3jlOWtBoJyDCPx9QBA=,0
hv7NvxSfYed6yjNUYZ93Q7t3ycAkYpdHMnpbNMWAW34=,0
Ab2V8na+7KL81Hk2B9YCz/zXCeEGRdHhcpqSjPU6vbA=,0
M8le0ooIHdcfOH0APymwrUmpcMGE/OMnicbQ458UmmM=,0
zp+870y3Q4ulwwJY3bW3E4NMSRjcd/aDEXRm8pu5ndo=,0
Z29Ei0N2zY/I7OvJnu1hqgomflHg05b2J5SXHItDV18=,0
Owh3bfA+PguCfCvlCjmAPJYyxAxG7/7qif+9/VYVics=,0
3y4k4yQFdysxO9Ba1fRRfMLUjKEH73RBi+lIZD5bu80=,0
zN8M9RZN7MD5BnJAVeHXMpPhhNWLelmrKUMPre6pWZ8=,0
H0RA3xJTRpjBYbo2Zm+VV2evh5k+jl71AVtmriAUG5g=,0
9CMqarUZUcTQfj6AjtmKfipObwY9kdUzTasWjy+3wrM=,0
xog3utjbNYYsbOCZsCjChVR6Tgfii8rFItB6DtiN1gk=,0
VlCpChYiV6B2uc15yPIJEV7qQQ7mq02eVrmgOaJC+Z0=,0
rEMGH7WbtdMYEd3xV7e0ssTNNnP31mpntqIbkyve+sQ=,0
0vBEND81IkeM8jFxsVdcytctHkz2PmpNLOBmJDV8qkw=,0
FesNsotuCtHH7Iuyhr0EDEuSdvTqQZMfHbGTnqvLRiY=,0
ftCgwE7qHMiK0O3sIMacQ3ngFq23raNzFFiI8Qu3J0U=,0
2KxJ65+RRw8C7sS8mj01v69awIg5epzNBWQJbzXKxGM=,0
zGOSxvh0O2ILGNTRrbNcu0igwNM/NPLppIkdYb1u4Nw=,0
31jxQFoi6xi1tfYArzMPed7507INjdFkxsPv7hDdM7Y=,0
h+6RqkWUpr6vT9vdVJ1UTpjFmmLZ/nQnGmfMTGpfqI4=,0
xRb7P4RrS9aEBtR/RYNYN3mYxJcpdeaXhix7wlRBv0I=,0
rVRlJYLQFK4iImdt7WxIiBOk1czGIso6C+tICXdgK/A=,0
kCjKN6/j8R9vmyN52fTmJ3rk55gS3F0A7281VWGNxOI=,0
hEzC8D5+k40y8iFKJcxtvh//uyYQZSpNPy8vfCsfvTo=,0
sElUAGyPKTl3oqXLLW/b6r+wXps6Sb3CpWSHZWkDp1w=,0
KK9+aAt9CDXzL18xLNjgPnItx/Udq1m7MmzaqFkGktc=,0
VJnCwWS6MpoKcgC8KOqR9D2DHfPV4VSeqkRvi11pcpM=,0
pctCfFsLyTTwvGMY8SidCTtxaeWUNxRyA0mISbYIkZE=,0
0ASuMHaR4U+UHsFRNngKfAohPJflh12nE6Ir0yYWEek=,0
U02M8IYxs6gDlReqUHASFTFnWh55zECCgXCI7K6B4IE=,0
7xlNJkbFXWKb1s6VKefM1rgjGCWxrCnpLHpUb3P4BnQ=,0
Bklp3q/mL4bf5i1StwWR2jxKZB6Szk6/YTVraQKHe4g=,0
Hwd15u3sTSpjYCXXlxdmiEVT8m1YRrW/a6/AZrhuPTA=,0
l67EXZaODyrekuZPcHVcDGsNqxlXcbLuOktyjyZFrdU=,0
3RomdU/y+9mymJ/6UEA9G1fEQGbiS6sIl0TAGMZnucM=,0
YLYk9DCPmKgCoeeez2fHMN5IM/cqTOvhqWp2S1L8ZjE=,0
BOWYBrm5rol+aY3+W/7bKlwyeTriqj7R11ITOrD4YYk=,0
qM0VcWVRWWxmB4sBtS2r+YfhibmIXcESjqYZ3no0m3E=,0
gE2ypnMemcLOoDuHyZ7xN3scMdQphMspAsJHZEtqChA=,0
wCHdggzQYw5A9Kqh09RbvflcgfjAtKr5d3giiPRWcQo=,0
5qSZv8KeYxhHfuyuTuJdcExtOkH/ZbgRlxl/DBwVxiw=,0
2zx05m07JKlhrZ8Zy2FbU7SrjAklmb8tYyDZX3Xt1pI=,0
cWeEmP4efDxzEDHb2aa2UmpSRVDyN9wqUkYu4LNVrlg=,0
/tQf6EDuuxWHUrTAiJKNNDdzIBEp7qS0kgW8bgRYGts=,0
kqzf+hlFjxS0vWyQw18R4sArvZ7LmPi69rCtp7HJDzU=,0
xIYVVr5qEJ1tLKeM0k+yhz7PoeSM4EtZ7zsZH/na4Bo=,0
7YZW6TWk9xPRRqBLgOj5keP29104aV1dspJfznZ+UWI=,0
yWZH7Nm14632YAIAaN0VyCUsMVfDU+KQLGqFDxIGLUY=,0
jNY93YnxnzPKNXounDFG1WmQdEB0Ef34HvxRSlFd2J4=,0
vFMH+/V1J8w1c/cvjn+rWT08U9kiA3d4oRU8kQxtkzI=,0
gmhLxgxp6w7P70gxvhB5gtgfRYneHI//QfKbZpnyAlo=,0
uY93F8qo5Pfz5N+bYeZApfUHI8ubEDxPbp9mfno3/l0=,0
AcdNyT6FeZYwpvgmnyqAQwKXkCeIdIX6iRyJTVSJF74=,0
whGPhNGaD+xH95eiezmKwREpBngZTxBrnQwtyou28W0=,0
OHIT6tH06efXLcXREUxwyUrPTHzjTre+nBTJRcaF5Ls=,0
brgmivy31rEKDSeL/btJgINdDCNf1S3RWnICa1SZYco=,0
+bRiZs7qUEyXHlKSb8N+2jgFVznkBRZTmCzka6sQfUA=,0
E9XlE9frYoSFXA4JWODX2O1hLPSt9183RVLdJxkgWh0=,0
mr8efOd6waS7LorrUldy3VHMaKbkb/naHpQFPDZqLP4=,0
iE2pFki7Qg/vXH7GvVJ1ubXfsT3vVI/Ac0Gf8Dzp6QM=,0
rZJw2+eSfHAK450mNShQ68Y8RtYE5U0nsgOXidyOWgc=,0
q3Jf4wR8HH8h/QSj75zk9H8I4SdkFWFKKgB6aFqRZDI=,0
4hF/uDCvmz3f2xphsmdqfGH/bOKZyajBfbLE+NfIH+g=,0
gQyeF3pLbrMiOXI16vtCGYX1DwO7w0ZRZLDLNbyphRg=,0
HmxQf5Vv6myRoDFnRpQiRNVEe4nfTMzpyV6HlLrlDdQ=,0
tZB5TY3hZ7OkLQ+NCj4WFVijkeEJdKOCbgouZ9Sadgc=,0
dvSkJOpDiYtbmqQermcb7zB29DKJVbuWv7lSe7dkP9c=,0
kmxTggS0eLenMdSVCNiVGXMI/XuGa46pYRYFI58Ccgo=,0
YNZvuYWwO/mh+HiLEj9ipJYJYl72+YO5TtfreG76KG4=,0
MEbKMHU9bordOKz59Vn1YyZeh6NHl36g6fQ0tCCxBfw=,0
toaySpGhh7ZOkc6CIKbuNvF5AIpBuXcqGFnqZmdDzsU=,0
ETJJuDtnV2LDaLEa9AoDXxhZsO3+YR3LLKJZhCwn184=,0
Q5JhK7SayOM7wZo3JoTuvac3bTERG+GtiBc6wjOxYQ0=,0
7wcTFXzOyq/cjB7GcS4x9ScyamknYkhrDDSXIV7xpgo=,0
dwk0lw2EihRIdkyRKnz6tylVDkMmjkwm7C6mbPkTn68=,0
rssqCnrmRDtPrfvAlt0fmssyd+jQN/jcvBcXKlxAKZQ=,0
Zh55LHGBWUAnlSVNkIvhaiUsgLs3NKf5+8oVycYaEu0=,0
z75PHO2nkL2XPqWCFfpKp4yk/g1nSxfMuzseoHg+h68=,0
EAgGdPHgaIoT8gISvVBn5ZInzYQkauQdRir7vQbLc2E=,0
lycVCjBcv4eQgQlwaBgmSIUbtRuiGlQA8B8eQPyFgVg=,0
fWHSZkh02QCguL8V0Xh5zNjfJ5WD7+hKWceIOKRJu/0=,0
6iEl83rQUQpvUFOG5WPHeSc3qPVVfIb7fgpIDJw47R0=,0
lbUU5Sjy+CJzSruqUdsoHGyN5twQV0xTKhNNROzKjtM=,0
fcx57RRtW/hvTUtSKEeSJZOXXWtzCqWUUeS5ifWGS6o=,0
XCTXT/CDO6xgGW2/LK6tdGxR1rGzqNlSFGCu67P0VQU=,0
u0fTKO3YUQ5rHEPZxl0ObkvWbAsuP/22LdtuT4HhOaY=,0
U0CBmz/D/DUptJim474UOr1EJLMPhAuhOsPWUlthY+w=,0
TjtOJxiB3s+nVU+QkpEioUku6S63M+wfLPQMcIqUR4Y=,0
zAnSrpHS79jgEW1+C+Q9xewIgP1k/YATJUNgwi3e6K4=,0
aV67u91W1PQu77XIQve/STF+DwwVKjrML3GHhNeKCsE=,0
rmCxTKRvG+cjcenJropHDAp38jixqpxl2hd/EbnshJY=,0
Eifb5i942oEh8kxU5xfu3ul7KkRgOPC2eZAcs65h48E=,0
WDIRqLUcEH0xjoyH32ABB13KuJG+AkmSjRd5/PKtZps=,0
SdAMYwo/itdd9fNsTkGZh/30tgZdS9FLPtYp8e5brgM=,0
GnbTC4iqKoRx8ufZxXOkvOsvB+MEzBwXno7C5xemoaI=,0
5bPBfxrQY+joFBg3MIbp6C2pV1SlislyVQpfoJSDDq4=,0
mlXuxeV16WXpO80fB8dM2JCaY/BaxrhgSXTTYjxZlIE=,0
DBn3i2e3z32y1QA+YxqdbGke6aZk+v9g59Mu9BTVz4s=,0
ifbem0QzQTBhf9pAgECIHDSGKSYiLhQCZEJOIR0aMag=,0
eFgN4DhL9hZxuoYv4GP342trUSq8oQSwd3esJJnmZkU=,0
c/zn3dyQ0yYaXAewf5mm/YzL0VCGUTHhr3xeDefk/k4=,0
bbBeej/hQ9aLXmlKJL5n0/4/oJHg12C/p66ApJ6l6Fc=,0
IlhjFt1CMkQGLShjOJxPkxeg2Q09yUjnSbkAojbqtaE=,0
ghJT6D+G75hOM7VvgeaWgaO9JOuhhMtF9lWGfQ+VEiI=,0
0oGxWftcYAGMqVKH1sxNCXIOS45poXOIGOGSXamnSm8=,0
gInerXezPI2XpZOXm98v2EOM/8t6y92aB/h48Oj6Z70=,0
jPCp0w++sFkx6x7MfGPFTccytu8l2+i135tyi2NJg3I=,0
8ZrOyOLqrqAVzBlWiHGbUn/8QN5wgBJqUUdMcrk2hI8=,0
F9fvYqeVxJ0vikGjZuE6EjwpXV+hLZe4uyRPzYCh7x0=,0
vgQAc6/2ERnJQwklc1tnhO+GoVZ80J1iy6LbiOvIFrM=,0
RqXqU94iVsgC4z2gXPvBoXQkVxsGtB9l3+EjlYx3PyM=,0
O9AGimJEDudzk8viy30oAq8Gx+wtFyFz/bdQVY2ug3g=,0
nB5xAS3cH91IyULGHqbkOA8vxJjNArMtFWIttb8jPis=,0
CTKU4P1w6nbTujPq17ZlHBkoinU2rrfpE7fglofDvrU=,0
pBUf8Zun42CmSaJvxB4ijYK2uXykon2WNLAInfmnVwM=,0
RRFNIukUvRL3h+QA/KkISV0P9m5k8X183sjKTGsPdns=,0
vJZcLJDCdKUFrxsWE39BIGJWERNXAgc8IriHHWzxgwY=,0
ZBe2mbA8Z+Ft+32RXjZWSxK5bu1H3+S4CaFoc11g57k=,0
rDVRtRGGg/DkuQjVST3A0DadCKgW+PxAItTI1AtGCaY=,0
8UC6C4G5bd2Z6YKyisjnJ4tpE9R3BGMRTLvAAuZvjHE=,0
Uaie1JUXSm8wLrF+43vDswlU+hnEJhMZm93AH1UtVCw=,0
q7iOC33NZLQP3hvq8JnKIn7fO3CUpE+JMYzg979SqJo=,0
X5aTtYTbc2Xqvajc3T9rjlRtH5Me5JWHT7x9Am9Q6Ys=,0
ZsTdEmGGypYogmOefhwtaasPPSu2PTWGJH0AM8dNqiU=,0
09Gm1L6gqBrhgBg/QlCkxLCd2IzU/p5hMbhlce5atv0=,0
2dvBqoISKHPwvBN0+nElRsPs6dW4hCxfYsyPZWEvKho=,0
SYEuG8GTVrSWtOhxO6AVX+kF7LbBaqROHkMXYz3ZGFM=,0
TPbMJzHoavvr2EP2pURL2kucuQL+edl2kWAUcBd8JwE=,0
zibY6nVjeGpfsjcJfTGI+c12Bj7KR2BSjZRAKeJooaM=,0
dVc4i9nD9nEI/PfDlEFH9yR12xl+yWwMg93WZYKYOOg=,0
DWBZx+31uj0Q41B2oEQZST+8qD9wDzuxJfH4jWSLSwo=,0
eanrgKRD1jqNhv06OjTHRdlI+LPu+TfekOOzUeKcc0A=,0
H+zDrETT1fGwQ3O2nvkYcXipDnwin06KL24o9qCKRTQ=,0
cd+sGRBegy3h+bUGzopcOba6gxKbWaHohGIC4HzSn+Q=,0
p/QIVppjJwbN7C3HFghcYcLWMXSQFnJ1EUqVrRyYHxw=,0
haziEDm1eZjZ5jMvW+Da5w6GbVGMhJyiPaHeQVl5uPQ=,0
ymum6PzmRz18k3G1JVN5f4BFYxj+B2K02vGb9ADyj9U=,0
aGYlLcOimizcy9hN2CfWNPub6hftO95k0cO8oarxziA=,0
eKKAlLC8ko5XOa9ToSg7I45SJXCeNcNbRkAe7+oAzLQ=,0
8xXx6/iAeVHqS/0pZsLNHM8u6Pxr7DB++GMCq9jVqKY=,0
BFodjkBLLbYxYdCAE4WNeLbFdjyfYka8kUk0rvbLKg4=,0
ITL1xNPeyUSBFHi+LReNjD78Ze0f0wlq145t/SLsS0o=,0
nJm56U4oweQH634vjopkLnOM1M3K2hsj6zHnOm0R4Bg=,0
yYIgYlz3JBTwgFK4C5cfuKkjoF3ycchYot2v6Mdp+1I=,0
aZHKxhE2SOHGh+2qDlsxXapGtPK2tGOu4DZy7+x9HXo=,0
g53Zu0YlDRYpqwiEUakt7LgijigPhj86ha7Ur2Z6hRI=,0
2IYTJygrmEU2D0+JnqQtZoTG5toEPH32+nAPBx6kjqg=,0
YYiwSP0xSV69akAAF74j8hDXMoATpTfa9Nlkmgj8ECc=,0
85941fTfO+8CC4K0c4FUm+P2WQJ7+KIccdy70l/+liw=,0
jA+I81bmuvc4O/UmnIh+/KfIwt6L11udXVcsnyMs89Y=,0
i+62u9a3U/0K7eCAyF7GeWJvdLjkqmeYTN/ZvN4fTRc=,0
kjZCkLCx8HN8Iw5bU+m9p2IlQeS3jcTHEUqJULBdwxw=,0
TfpkpmFAp9uI2z+HL1h4A9fLHmoI/bkQcsyeO1kFkX4=,0
KfaR590JDYCLU8XADba6btK8x/Y0gBvLI+lrlUNPXkQ=,0
rZ+5Ms8BW4p8d4UOd0ihSIx7lq804nEiwBnyYafVZ9E=,0
VmkZ+W+VPrPhJwpfVBMdepP+DcYtd288T7EWkZsAYVc=,0
Ldl8FELPo1C1kEmatjoUW/TH3Bgy3U+VC5ZGkUiNiOc=,0
