msno,city,bd,gender,registered_via,registration_init_time
yR+PF1dCcl3BL/CQpOOJgqU9fBbhB63Jcx04CzBpJZ0=,12,36,male,7,20110905
+4CjxC4XqoTr3XdwWFAwe1+HBJc71XHX3Pc3HdM0ggk=,5,28,female,3,20141004
fpUxm3KLDaT8Mp6d9kA29hCOKb2q2fFZCpMNfhlWuCc=,5,21,male,9,20110615
CLSbIoE2DQ1Ta3UMYWOu5xFtvuM+XEOilCnPgplp/qc=,13,26,female,7,20110626
ZlY9bdBTJppH6izcfHgbjPZKM0sus93sRD8nj86ULuE=,1,0,,7,20110721
lOFyqOvNUNpRzk62ICWoJ1Sws23QX/1f+VzGe//fJDg=,13,25,female,9,20110803
VQBm18fQ4nT3kTVMzkkKpvevhFY2HI/sWIg8+KbNCp0=,5,30,female,7,20110330
+8lQlcBs8yb14eg9sE6NA4p9PyKsL2KvfMbpao4ntLQ=,15,22,female,9,20110409
sg6iW/1OyzITEbOQfe4QU3eVON9Mz0uJBMnWbzNKyOk=,1,0,,7,20140506
EUE2JZK0IAZpmRVf88PmKqqJ5gDLJcWCannuLpF5cFo=,5,18,female,7,20140510
nMos0wJQjNrrpXhwqE7o8p5L3Cc9R/cbRb+qpA4XM8o=,21,0,female,3,20140522
AfGY2zm4FvDi5667wNTh22QkWbBoFH43r6vJIVARZ/E=,5,25,male,3,20150305
dQHz/S7MM/G5U5hxt7cP8fHZxHNCKoplCXEPKG/4tyU=,15,0,,9,20150313
K0soASdZDWdAAdfcHPwi8O/oW6U29xEtTcrB10xKofQ=,1,23,male,3,20150315
4ABvbnxgz5Fmm7/qPRasUOLGBIbF+1XJz5OKTKlux/Y=,14,29,male,4,20160818
YR0egdF7i8RDc8r2Puo4GuUKVfzBzWhCQsHedyMPNSY=,1,0,,4,20160820
9vKi31cirFGCwxttABCHDDySqJJGXq529oTYBrzNQc0=,6,42,female,7,20160804
BqFKXbrj5c+gtWZzTLTqU1SGLF46TZg/DOELlnT1Pl8=,1,0,,7,20161218
lU07fcNqJ3LP4xvSUkgn93t6DDtIUWdvNCCmTIQysRw=,1,0,,7,20170108
ZlsFdcYSAt8PXMmKZzytIlMlb6pQ0fX0eE8PMesR82Y=,1,0,,7,20110117
+jA3Uhb2fN7jH4n2Fq/qJ8StNDdsdLZUic25mFhL5O8=,15,47,male,9,20040327
HW4/EWU7Fsq1u4mDck9AuNH+QwmUeEwua/61XxnE6aY=,9,46,female,9,20040331
Mq0wGH4XXXWMMUAiZyNnnK6t9WYb+V/QsCl78wOG30Q=,9,32,female,9,20041128
LUaFVW5bQUE2dz74lWhWxguQcONHWyywKuM1bncrNug=,17,49,female,9,20050918
zMcvq0+AJ4tSq+58ZfEO014lq+KmXX0JVoF1stDwbGU=,14,27,female,9,20100425
rwJfcBBZYoBNgMIzQTNsdq6zELV4oSbigzkByeYAIgg=,5,23,male,9,20080315
DYTzp+FL8vRKjR+vqAQTZF/T3/HynMooeO/3j15EqOI=,13,35,female,9,20080510
R5+tSM31KEJ2rNp4404jhRXBHyRfkCGSNbCXMjc6pw4=,4,35,male,7,20130506
p7E09HZxhCD8eBZuXg9msj7dOqHRWzr7EzJdSPstIM0=,1,0,,7,20130512
9DKoeW/z2CO4MsBTvaf+JshOx56Ql0aRTUNE4rnKwrI=,1,0,,7,20130617
7vTn5faV9iP1TJLkG4FaLUcH4B+54ZRTiahJmJxPvjc=,8,32,female,3,20150611
9mj/TNiEt4/esRgMU3YxHAmmJAuni7KmqHUU9Qs47Yc=,1,0,,7,20150706
6dJrDZRgJi0vrCEzWqPs5yEcSLgsqtLjKbzL8UvyBGM=,13,55,female,9,20060312
SwGDmO30WlVSYVDbkl+jEpjc+4+xCMZ37JpSzxGkU1c=,13,0,,9,20130222
Sf8OSWoFkT2Dt/1yJpGZPiqhi+2Ye6gSYww7zX2gEhM=,15,27,female,9,20100225
SZ+QXMbD6ZISW0tIb29kDGILFqLCHDxogC/xRBHcUnE=,1,0,,7,20100620
Lk35CFPj9gkBr7zkjMN4xOqugcqsJtbhBjgGBrE0sPU=,1,0,,7,20101116
01Bw6g1c8BlxJVEYNHXyfbrg4pjQPQcfVucQI7BE/oU=,4,38,male,7,20101119
PURqIzk5w2jozaUJC4rn6/Lp/Ay5E9B3fsJLWW9K3rI=,13,33,female,9,20090414
ZJp50VUVDbNl9SRLPbJdsrUehgesIuyGdnktM/lk6gM=,4,20,female,9,20090605
v/RMU+dz4FiqIYB3gvlm2cxdYzAhy5SYDH4kPr9mOVo=,13,26,male,9,20090628
gMr50lX1CkEo90cGBGIPKf/EQYH8TkrYSrpdMo5WxKQ=,1,0,,7,20091116
kn9lwtWe7bKej7o5FqEtphagMiKvThf3VfRe7mllods=,15,32,male,4,20160904
OvSNdO3PiWazFdr5EARH0tOZUMV2OcpjaHJJO4bLOgA=,1,0,,7,20160923
/NTy60PGXb1CW9fYEPOrsb8ZUe7wCBNgfmZDGy0PPAs=,1,0,,7,20160309
iEjJlr+EzSSoVyq8Ys5cfhnRDlnsVdr77OzNdXatTB4=,1,0,,7,20120330
imb2gv8nOP59jdPCte50PGz/5lukADnMVooK/U7fHQQ=,1,0,,7,20120426
pN/CVqdSXqC10/ID7Vzg+PQKWd9bbFhjqDqOXX0e9pM=,1,24,male,4,20170124
sGBtKYrEDYVDo7nbIOCD281It/zlpdme8NJPBSvAAwY=,1,0,,7,20110513
U0/ZP9w1ueBWfWTZoNYpj4cj8bGIRUx3LECK9CY6rHA=,13,33,male,7,20110521
ZL4KrV/S/FYK2LfdQJV6RNfgZ0H0XnRXnLquGEnXNAM=,1,33,male,3,20150404
Uale4m3MJnBfJ76DhERSozhrkQuOsGcZ/wN5kQkLxsg=,1,0,,7,20110909
J0D/hYf2aU0HH/wieFHZwZ5AKDA1D9UfWpzBfMeVK6Y=,1,0,,7,20100416
HYB7/A0uKdil6+c2eVxREOFbzRgbOtfpb6Bf7TZ9dQE=,15,31,male,9,20100920
BsaHZ8pXVRQS6PhqNuQhF8lh2KE10+00H7+IPlnni9Y=,5,51,male,7,20100920
S4db9Y3ClioDb6NXTCm3Z98FLteupducaYcycOv4QTM=,1,0,,7,20101022
90Nj6akuT9y59w46UyNf0OhL8mOTL/AzPRelCh3TaYU=,5,25,female,9,20070714
ui1F9BcAF7NtFGiwVnuRMwHEpTum+K/O2MUrsGnhzPw=,6,28,male,9,20070713
N3rWD+Iizwd1d0U/Wk27upmVxV4ak+DaTnxilfhHlO4=,1,0,,7,20130704
FLfEbszYw5LoCoH1/6aYTUGuuzUwBCXSAjaKyl+CRFM=,14,36,female,7,20111219
iDc0gRr+/0RDCGA92oyhCf204KrPt/nSW/j5Z0JwSFM=,5,36,male,9,20090504
ao4k4d5X573yXii5N6bkJG5p5kFSykPacflu1ERPees=,1,0,,7,20160708
1cjViJq4bMLL1L3dHn0M1ffof0nnEMLxG5TgVcYH+eI=,9,31,female,9,20040729
SH2DDfbIYE4kvkliQhqshWRKV4sNJAD6qN2SBoHgSzo=,1,0,,7,20110723
BWNV7wNn+7DAzBwmcAasbvLeLRa1U+1L/dymiHP/5GE=,5,36,male,7,20110810
GwwhsECE8bhcqcNqDc3FkykIORDD++y176BFtkdrV2I=,4,29,female,9,20110814
uYVC54NKUbx44JQ2zw0u399wj4jhYtO4wSZORSy846U=,1,0,,7,20110619
tFiQJtJPwxGv6lDFFJf5BzRH5+zbbpFuchBEsBFpfSE=,1,0,,7,20131025
6E6HZ1Ss5tDWFpmepMPltdaOXMzQRgeRx1r+JlICbEg=,1,0,,7,20131122
yAmxFW7Ea/91P6DxLE0OUXN8rOjOG41Aqi9eTfzHk4A=,1,0,,7,20131212
/P/CoWypjcGDDluESQzE+ahZcOM3ev+LpYe4uWeiJjg=,1,0,,7,20101211
sqqmwkYEMKF5z2rBj35Yc8BRz7qn5JDAGXHxLParSGM=,1,0,,7,20131014
Oij5y2G0MQdROK6BHQkcLoly36aU21+OF/djwbTQOYg=,1,0,,7,20131026
IkywGvv+Zmvgu5CK+E6ZhrT2LI7WreNxuAw6F8/P6j8=,4,40,male,7,20120206
7iCZXmWhI67dvm/JITBKo+u2BrIDsAeQBX+jkq5P+hM=,13,24,female,3,20120507
ZKQptHBwGBD5e7bAF7YB4Cs0iScR9Aer+4a9i5aiQkM=,14,42,female,4,20160928
M62woKCLZOC6q+xcg+uWSdNYxS93vVKqwogqzr8jHg4=,14,36,male,9,20071129
ZsXH0rsRUFOCipTkbY3R33SLAv1dOxWvozNOA/MS0KQ=,15,23,male,9,20140504
7OC/Wu7kthe7xrudBDTnfIpKKwFMMsvhPclDE+27mrw=,1,0,,7,20151128
09bhI8cpCkG6sb5GWoUPLBUTMTjoh4n+tuY4weYZ7vw=,1,0,,7,20151214
sCapIG+7rYtr5bL0133AtS/miclBbtWZ29BvP19OYt0=,1,0,,7,20151220
tLwHOVCNd37Zc21YTV3c+f/YUP8h7qDifYBJbXY8CHg=,4,37,female,9,20080102
BpLSrZRw0mnYZnd3YInsE6EgH+QzY5MBkETkp4olLuU=,1,0,,7,20160307
8/JinTwazrkRCQd7O2JiuP7KT262+caepXcqyMCxPos=,5,61,male,9,20140527
1v1RFDWLzFlUhJLcP1G5A2jvmNPyoRMfAalAqlB8Liw=,1,0,,7,20160712
dSQEr9OTWn9GcQeMMu5/w+gNUCjRmxabdEPZT+Zw2tc=,15,33,male,7,20110318
dIkm0v9U+itY+5qsmSstZc5DgjHQ21BxkyNy4uiUCog=,15,0,,4,20151207
5W+Hpt+5mhc6lRb8/BseGvBIKBUm9YTm/xRAstyZIEk=,13,28,female,7,20140501
uVDvssU+ZlaIfTLSW1gJ8SNd2QuMZ27uufxI5OOvAdE=,1,0,,7,20160121
8Opz69p30zXz0mejNQ0fuS+O2nd9pk+UCOi1bfL3YM4=,1,0,,7,20100723
CM4GV/chseaA+y/DaSf0CU24aR9N4CodXBWzcAB5Qmw=,1,0,,7,20100801
6g90PPFwDgcL77SDfclKj7QeebAoJfL4OSQiGZY//mI=,5,49,male,7,20101006
uvV++GCHMVI7nUpkShcp5ai5f8z3RNK3tvHcGacMn5Q=,21,28,female,9,20040730
eODysMeBUdeCly+P8nXQUt9ArJcia+5+XInwD2U74K0=,13,41,female,9,20041006
qNCnBTGqDjUyBaJTRFrSP+XVtLv5T9aIe03l4I25o5A=,5,44,male,9,20101107
acf4AgOISCt//z9Dgm89ciexH5009JQo8aR51+OEXDo=,4,37,female,9,20101211
svXZDkpryn1C1rd5CKUCR7yDsHT7N80HCdLxH9lIN4M=,1,0,,7,20101212
66hcYQdQeZydWNTPkGu8rYcSBggxOdXLNR0Lruv8WzE=,1,0,,7,20131024
crQqIL81jGUB/ZyX0+9PfyeL/C3iWMXDlGBTaQtARUg=,13,34,female,9,20060428
iSlV8QqLrOUOHBFDMFiQ0gxFmFpW0REBo6Cx9+U5Fdo=,1,0,,7,20130712
DQ4BkolJxHawAQ2HZz0c4oyA1uNoVnbNl8qDQeLkSR0=,1,0,,7,20130810
StswLVyXlNZwbNBc88VbB9Cl8kJ796UlMe6+alENr8s=,1,0,,7,20130820
2tUJnlsYRcdWE+Fe5b47nj6vUCKgM9Cd6JBOnE9r2S8=,9,26,male,3,20130901
Xfy1qI9sG+uDnCW+/YX3Eyij7UH4jUTzJK3McLNdnkw=,15,39,male,3,20130912
f0n10Sfpmb6XfoGU0sGqjQW0pgyXsM2MoI/DbwKW/I4=,5,24,male,7,20130914
IZowX8SEpocyE/kNwDQa8vEjTL3UWaBbiCFEJgnWl3E=,1,0,,7,20160719
LzshYsICwjDd8ithIah7rZZdE9/foaXUkEbjjr+cNv0=,6,28,male,3,20120621
GNXFxGUEL75h/6hFWXyh806lprTY/F+Xdt590TV3Km0=,11,0,,3,20130922
yWZazzXJ1B6wsLCjuOc5wJnM6ri+x3zHs/MUFBpwewA=,13,0,,4,20151117
UQNQNwONhqYvqjHh2cKkkVI9cAn7s57iN8F3H+7OCaQ=,1,0,,7,20121103
qif+yV3B0+oD1LblYNOJ01lrTE5O1uygGf/fpQsNyIA=,1,0,,7,20121105
tMXCnBT7UarkfkVJ7z7zpi0Gn3dX02hyLOXTtXLoMHU=,4,21,female,7,20110214
nkUJHvIQpvfqSddqTvsCG5bNd9vTySg07QvMC3BaVU8=,4,30,female,9,20040818
0DKVI0Rbqm7s6ic+9xNgsGcK9nUSugnTeb9S5B/uEFU=,8,0,,9,20150401
TDbWsY7AI2d2wMNEJ50PtWU4JHIEBuGYoPg2oJHoMGE=,13,22,male,9,20101225
bZodcyPZczB4OtrNLho5TWMQvL621wF7bZNvpKGeuJU=,1,0,,7,20110103
ZOW5axYtlocSGlnpqgA3anWrgfxlnPSBd92lvaEvmWY=,1,0,,7,20110210
YkhMIctJfD9U2D3kIHlMiCw+jqiN8GXR8LGPPtPBqG0=,1,0,,7,20160312
qTZNl+haN8/xZ4TrzAEjf/tlQCJklZgngG+P6Y0vkIg=,1,0,,7,20151027
LvMzT0trgBpGYdrq2qTteEoWcV3pawswOsJn6Pm3Eys=,6,39,female,3,20120616
K7p5WaoFJTXhC0S405BCTtgmq0Ac9+72gGb2pvNYt7s=,13,25,male,3,20120619
84nIA2HA6m2/NM+6H0MhPQebPtkhKLMRJdrv0A6SJPg=,13,0,,9,20120620
3I8LlXYBvcGDSzNZRIShewkILICQWS0kZjbdX0b/pU4=,1,0,,7,20110426
K6gqXjEgi1nsmS81qehCBc1xBXvaaJcOfxEIkLGIoxw=,1,0,,7,20110508
lo+wD9+mHiu2/WLauuDcMDkwRCEPj0np0bYYrRsYw/s=,1,0,,7,20130628
s4gcLEUcGNKmee9dHAxPbyqm2bYHVutGl3ql3+/FK8Q=,9,25,female,9,20090828
vQhCwfFq5cJh9gE7GrnpRsMfuAlIKfTyIcpB6wmkHls=,1,0,,7,20130720
i0xrJ05t6uHU5UPV5DlgMqL+2BPIjxfOEFGGusdZo8w=,1,0,,7,20130823
PrbHEvtX37PyviubxDnhnOBV0eqaMXCeCzAw0WQRWdI=,1,0,,7,20110326
cddQd+eCj2uIpNYPYQe0vQLmhZ0ij0idu7OwG662r1o=,1,0,,7,20140503
jb/imdTyW6zr6DESRyWngi7+zfc+Hv5emAEczXNwhrA=,13,28,female,9,20120108
d7GcOfREr/eW9pYwev6zoF9mpQwRAl+FL1+fEW7TAb8=,13,23,male,3,20131006
6bz7w1jKG+oRz2np+mnXg3HNzPuju4sbRYWhqk54HcQ=,15,32,male,3,20131024
wg4wgsWf8W9FwM/DketAJWoE/omL9vM9lH1e93bSpwk=,1,0,,7,20121224
yYdGtuJ4VTyAGYLlCoWn9cDw0GovCjrIMJT4gqhZjTk=,6,31,male,9,20120502
5WYmCzwusdrFhxtr2zMK7cIy9V8RTXROMJAYR2H5ZSA=,5,18,female,9,20120712
395T5Dq2P7nol6jr8lJxBLmFuYX1Ta/8LkmKNZ5j7LQ=,1,0,,3,20120807
dzIR/x8rHzVy8BIi8CSZXlcKmidRHLvwpGA980MTVu8=,14,40,male,7,20120914
8ktiYOtyYILGMEmE4Z8Zn+eQnhBJnIaqt292USlm6LI=,1,0,,3,20131013
q/K7d7K0elutcpk3HNUP7n4V7iNE9YXbuRwbxBdPk2A=,13,0,,3,20131104
ePRc2ObtAl3iAAfS0K6F+x0oGBmneqsF2jYMdKgvMBo=,4,32,female,9,20040712
P5czWQfcYKa1KdVe4LIimKNfi4udQaeSKw7F3HyfZJI=,13,41,female,9,20050114
bpDOb83iPdUiFh1YhePAgVXu1GVAyLz2/dL9q1D+5aY=,15,41,female,9,20051019
0wNSfGA6rANvu2ZjbnJum56Scl53blFhs7Tta+zxMLo=,4,36,male,9,20090525
iPVrzFsyz7jbCeHvpFkZCa+0raI4ahfpREP4LxUOW5Y=,12,42,male,9,20090613
GNheL1MxgVoSx6eVD4QOBFNt6+nGadX1ZEChBMJteEE=,1,0,,4,20160912
BTWpVHc0RbmC9gnVIRJ8y/kV/I/fopGmgD5ClAw6qwg=,1,0,,7,20160916
1aOLZZJ+UoOL54+CihEjcAHJ9MZj31CGqVTU0yxAgCg=,3,27,male,9,20110108
tzimFo3KE31eJMRrpEZvlGcQmINqC651HlsaBGify3g=,1,0,,7,20110118
Z0e370bPbNstSgVT2Kk7TphwHBvsQ15wjFKUYdkE4Gw=,1,0,,7,20160329
LHGQfZj3oPoUgup+cmTt2C4I1V9FmVIr1lY9y5Orenc=,4,28,female,9,20160410
gUYQ350Hm0ZiIQqpBGYKybDzE7UHRnY3gKeNVXMkjtU=,22,21,female,9,20140626
qv8aTar2VeZ2by89m/XZ9l8xt+MxVqlpOtw8EzItFHk=,1,20,,3,20140628
pQpKm4LcQWN5irD96lFDi1HdngidIxNG1LWnu4N2RDM=,5,21,female,7,20160710
i3K/86jcQmTeSD15bsCbLLJEXIDkOtnBvow3CyBSVeo=,13,29,male,9,20070224
Kx/L9XPK0UJZDtoSaHQx1P6pUPm12Ey1+JqcvokE1gE=,15,28,female,9,20070228
JmImLHEL+eN9j1ncC4TOVX0ECzz3GbF/0rw6r/ozrh8=,22,22,male,9,20070415
zwNnHC2lOg+FoRHsYjoeujhdvb93ucBs9SVAzVS6YmM=,5,45,female,7,20100507
PhM3pmRxgtGECKrSujb5e7+FQIsRACS1sAGKK1aEQa8=,1,0,,7,20100617
Ao3BPRdUtJxlbQdR0Xjq2HzorA1sQ8qedgG3S77hU+o=,14,42,male,9,20100723
092AkPFr1Xeuk0H8b1oPwjIdeeirWULfeu7QNdkQ3EQ=,13,25,male,7,20110728
PPSX7w37YBfRGtwgqTvdeNWc28xwRbOxaMC3PuqbkGU=,1,0,,7,20120305
gO2gY0+qXrWvEPtEo6ojsflDn8SVewf32G2A1Q557HY=,13,31,female,7,20120316
r3hc0Dfu1xYBrzx2ZSfDnHyiypxyU/eIO2EAiUFHisE=,22,29,male,3,20120330
DqOy/zp1i0SAAYl8ZRdO30retxiP0F4xBx/pL0uX20I=,4,27,female,9,20120711
xLuz5sUYSJkzMiYK1so+V981E0yAKqTMbJz66cEQ8nQ=,21,23,female,4,20160713
wXyEn813a5jzgk9VWnQdivQGfVV2b67ECSaCTZflLwU=,13,22,male,3,20121118
iLJs+B0WMgAymclcYM2FOu9fenYjnmulrugMJa/yh/o=,1,0,,7,20161225
9mYKw2hpEK0/sN57M0M1MfGCHO8Lh5NscpW/Y3hzWyE=,14,29,male,9,20070624
PCHdz96WxKSnpmZjot5/lrCRWavIzIhcTFAIi8rs8CY=,4,29,male,9,20071027
A456R2UDVx7FFSucbe2laJzUp7mDZ4rZbyovulE0TEg=,1,0,,7,20151115
RpR/yEFjBB8EsNTXwCF0l1RPV2N+fHZUv+AzEF3JQHw=,4,32,female,7,20100809
nlPwK7i8Qom0+kftX6VM/MPUmlJR+KO/SZAkH6x8Blw=,13,28,female,9,20080223
vOeGCSO7doMcmfPX8XCavfK4fhEfG89tRTts0WhUiiI=,22,42,male,9,20100122
UVhk6MUxdpFpXq/oaprIkTqjfhyAtI1281naru53uLI=,13,0,,9,20130729
IEUIg/AEBnk4yduqTnH9qjpmslB3/pVHuXzUXODdy80=,13,28,female,9,20071210
tU/6uK/BNqWtu+cZDr5L9knNE++I6yO6eNVH+OxwupU=,4,32,male,9,20071204
P3tCtOfM/yojWTh+52r7BWVAa7vHsB8R98pj1rI0djs=,22,27,female,9,20080113
bPYoxAZlqodgaFcgPrOlHfCWnlbDwlFPB/dY33ehedI=,15,26,female,9,20080217
haNp38B/k8p7aZwMcEo0Mv2/j/Z/xCax8hWvYejh0iY=,5,27,male,9,20141214
79OfH1MuH5ZkA8rmA4XFS0UY2va1sXJSOjDOxZzx0qc=,13,25,male,9,20090628
IEOm2E+JqEn+FCsH8ZOdomkjZW79vLB8oidccOQ1+6U=,4,24,female,7,20140303
4vUA3Lp3ZXcRYnO1QkXRKYOPT7O4QuxnszWszK1EtI4=,21,23,female,7,20150928
+8h3qBq9Jswhui3cXNzYCxw2C9tynydlIqTUtkAtPt0=,6,27,male,9,20120223
cWK8YftL+dn52IL17aBpJFXcWwxZpDV4BIS8T/PjgVw=,1,0,,7,20120531
8ZWo29pU/+fzYACWRQKkqtk85aiqAGd2yiywJM6T4bk=,14,20,male,9,20070618
HBOa17nAnXAQf6aen9YTjoSpajbcWRkUZ2EAsTwt3yQ=,13,34,female,9,20141021
Mop8MGm8NplMf6lWOpnViPJNq8a6YyTfuvFxQm9LTrc=,1,0,,4,20160314
AsBlADGF81iVisss6dtEuh/gJOi8FofELgbp6mqv47g=,1,0,,7,20140625
Zt6qz90UX9mgqWAbXlr/ZUZTrhh7LeeZDwYSpyxEXDI=,1,0,,7,20140404
SzIcV2czLD2IlBnxho2uhwq2eoQh54t8AzEhK0iqNsE=,1,0,,7,20140410
GCwCOEKWu8YmRGiZq5chdqfFX9S1srm+Y0wyjTvsDYE=,13,37,female,9,20100216
K84Xbly0I9xTXHjP0wZaIjkPhsz3zVghPu77hk6fJew=,1,0,,7,20130705
LqrB0TmGRUzbUtLh3Tiu5RVYaKkN2jsWxsH2sxA0mo8=,4,41,female,9,20090523
KCCwwThVK4xPJ9pVnEsot+MujWVQPcVqTVAwbFHiEh8=,1,0,,7,20161110
oLAKooBOQOu+/Twi9n4PUkgh70zX88fyHGcA8Ro/6DQ=,1,0,,7,20151121
Dtk2iAldKizb08T/KyR/Mtka75YTrtwXNco5Ucf/w90=,1,0,,7,20110805
YYPdvs76BsGLQog3+an1fWWROlfBGS2YnISKJYpByJQ=,1,0,female,7,20110929
LWOevq47SNvgzhwDqUKx31anMfRvqLRTpBh4sYhgeq8=,1,0,,7,20111019
z0JIzHXRwmo67Bz72IiBcEmgLkqqgwtpzGukd4ozIds=,17,32,female,9,20121011
yvTwl1DpwShxmdfq2/TMH7rfHRIukwwQKmkezjDYqXQ=,3,25,female,3,20121022
9jrObbjur7tQ7irIkN1Bhq/VqEYAvIEi68e6uWNQ+i4=,1,0,,7,20121103
SURaF/wMDv5xIVAgfJt/k7quxINbS4gviCm2eUEYBvM=,5,23,male,7,20121106
Pz/fFVRb9zaeHaS8aw7a9IVto3XAQCQI4uNmhoqlmtM=,1,0,,3,20121123
53LDSW0BZNaAfOH4RbFtc+euT0a2dReaE+uizIopTRA=,3,24,female,3,20121128
Dsnh35oTTsp7Gi5lT8Cp0waawg12V+nt2QB8asJ9Anw=,8,27,male,3,20121129
GtynOIf5xak9usj65h7G6He/BaKrzJwEXKTIfM+K1b4=,5,21,female,9,20121210
oMW4F26IQigqbx9WtSAbTDkq4WUsnFqVez+7o2Bv4/c=,14,37,male,9,20130107
JPR0Q3gP8Lmn0Bfsow5Yij7pLu70DFSCnoxKG/Kdc6o=,1,0,,7,20160109
KhN2qYdJGAqL8+pL6x5bDam9I6uxF7YZALyuOHU8ooU=,1,0,,7,20160116
hXblIA1Q++uUCuwsQArA7vCOrVAuJL4s7JsIWZyiwy8=,5,0,,4,20160128
ddOFTqA0FwTQU4VZPqGxElNS1eH4qctqQKpLL4/8BTA=,11,22,male,9,20150626
CrNAwnPpW6lRea+ySvjATfXDGCUopBbRTZKlVrQw7Y4=,1,0,,7,20150627
UvlC7LwalnqI8M5xK99Fq3i2nHxVU7FtcD0UnKdHlcc=,14,28,male,3,20120711
BwFxBbTCbQymz9yXQBUkepZQBMFeptGkYfzBEWSor+0=,15,22,female,9,20070626
hGKPwZqO1pnJFVRULhP/YWw08+8Eh2bSJaUFpCk/RIs=,13,36,female,9,20070724
c6ONdPSnAnq3Yo3pomfqdD/q2HrZzRUQBskNL5e4Wm8=,1,0,,7,20141104
Fu/cili8zXoX9LAtEzvVwsGa113kt3TIAe5YMqNJZwI=,5,19,male,3,20150129
NwnbX+7M3f+JVF2VdMx7NC54yTF4DjrXc+No6I0W/Mw=,15,31,male,9,20150221
0TjBobBYaWXk93QR5pVfQwc+/K8f/D6HfJ6Qn5/07rw=,1,0,,7,20150305
T371Z3xo0yr2jd4mcTNc8j+GkNfI7gY7XxlCwssBck8=,13,32,male,3,20121222
TSz8w6c0WkPyQ9kr1w4sFXtpacSxegOLR2nysbMHoq8=,13,23,female,3,20121230
AFWPfNUJryBF75+IlDte7ixSEdxCHhXz6J8nWYEksmE=,14,41,female,3,20141128
fDuqhoXq4T6mQI1lkCnG9g7MAUT2swsv9mUxSr27BIY=,1,0,,7,20141206
j0TTqBl0P5uUpcqSuOallG8P8RYEj9Eva4VQ50hPY0M=,13,25,male,3,20141226
kJgKdRCwBYw5w9/FaU6ZXmnehY99XOSv+P3PW+3HvdM=,13,0,,9,20131031
Zq9cRZty0RX/u8+bHtf5st+PdpJQ3AkoEbNRGvsfuRI=,14,25,female,7,20120723
8soTZ3LZ90jPrDkbFM4jY0YX/igDhRKt7EiSZ4nEio8=,22,26,female,3,20120810
6Wix3TZDPM0EeRVY4ESjWUtVhFkVK85KDgMdOPRKGAM=,12,27,female,9,20151127
OatL+DBxUDJZH544XOPlM5BVPrMbh78nysIyoZPiY/s=,1,0,,7,20151130
G0adWaD+EpNhFZgCSOazvyE09G+gc8oKJNvgBlwZvtc=,1,0,,7,20151205
6XvRNbw2D6wxTwubuCj73kAPdGfGbwo3C5M1QQXr5Ro=,5,46,female,7,20151205
cvA2Cpm8v3BObSlSAMSKD0AwF2N5v9xyCTByItBNN1g=,1,0,,7,20140117
tWHmChuZjTLmF1bYqTRsjnp0mfnCaBKB9uu2jvEAXnE=,1,0,,7,20151226
vV9Qb2ulZzl7k/HEhstfuRDkeRMgczQq7mWQ+9Bu6TM=,1,0,,7,20140627
uYqI2gQws9k6hiJTQehprVMUR+Kt5LwkbYB83kPv0Ok=,1,0,female,3,20150208
DHlcNEuPJ4q/eA/vko9BiPKmrYb4pJV1z0U9/VTriGw=,1,0,,7,20161029
pm+fMAs/u2eppqOKZsP58TrPOmQwLdecXxF4ujWLflk=,13,47,male,7,20100624
fZMNVz/9WLe4eHfN6o135/LX6lgMcaWcWvau+iCsvuE=,5,40,male,9,20100726
JHpDGyEWYicaRGTlXZ44ErVLkZ+EOOPCL1hgrzE965o=,15,20,male,9,20140510
j+LllIP0U8/Dt/WtHhJOFJ1xy7C9vn+wEimQ0pyhK30=,15,17,female,3,20140525
wtMVip7iwm/Y/JIlOi6OeWl7jXQQ4bUy7OqAHHOEf0s=,13,51,male,9,20060228
UIBcOrkWgChZKJ9JfI9yVPErSAdN9ybOkvQWOctvjzk=,4,25,male,3,20121026
YnAPvl8qI0plNbfkI45Euy195PSLEV6qCu67bYFJvF8=,15,20,male,9,20141026
GvdHZ0IeEyZQOStFUcFbrnQnpqWzEPhDyOMSSHRX7Yg=,22,34,female,9,20070711
/fGWukwIwK6WB6MBAT166SzEZdPQxAAlkyFl3BIySNg=,13,30,female,3,20111211
BPAjGk5y9uTqloOyWlcfeIX72VxSs+ImP6wAMuodpMQ=,5,27,female,7,20111218
eVrTZXFbNClg6PA6LThjtaf2Hg0KhCRDc4IxB2qAtWo=,5,30,female,7,20111226
t9+TOFQr0K5qSBubwRsF+YSTFunqQLdDoGws/XbhN+Q=,4,24,male,7,20131003
+aqAsqhDNPP4iUQ6IPO8zjd9bY7NuDioTsFDmepDzi0=,1,0,,7,20131005
qeUPGb/CJe22IWksCXO2J4eRGbcmfNVognXtZCuuDeE=,1,0,,7,20160104
RqXqU94iVsgC4z2gXPvBoXQkVxsGtB9l3+EjlYx3PyM=,3,26,male,7,20160106
sRsy6AwxSuTw5EmgS0ahEw7Yry1uM2fH2snuTft8lgU=,3,29,female,9,20070624
Omb9HWXN513vKD0AkQqcf1n4ng4zVJrHpDIm/ZWqsNo=,4,36,male,9,20070722
rxkwHz1o8dXCZQigz4xaGJAlchmKGMyG1jYydMGFUWI=,20,29,male,9,20071106
BrBY4oFtA4GD25cPq8ZhzDIfHqzCZC/Q2ZQuzHbfJOs=,1,0,,7,20130710
